state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,customer_service_calls,churn,international_plan_flag,voice_mail_plan_flag,total_traffic_minutes,total_calls,total_cost,avg_minutes_per_call,capacity_risk,incident_level,cost_per_minute,calls_per_minute
WA,29,415,No,No,0,157.4,122,26.76,145.0,75,12.33,281.8,92,12.68,9.3,2,2.51,1,False,0,0,593.5,291,54.28,2.0395189003436425,Warning,Low,0.09145745577085089,0.4903117101937658
NM,119,415,Yes,Yes,15,160.0,95,27.2,209.5,110,17.81,82.3,107,3.7,8.7,5,2.35,5,True,1,1,460.5,317,51.06,1.4526813880126184,Normal,High,0.11087947882736157,0.6883821932681867
MO,86,415,No,No,0,83.5,96,14.2,221.1,63,18.79,349.7,75,15.74,12.6,3,3.4,0,False,0,0,666.9,237,52.129999999999995,2.8139240506329113,Warning,Low,0.07816764132553605,0.3553756185335133
IA,92,510,No,Yes,25,134.0,112,22.78,206.0,111,17.51,180.6,118,8.13,9.7,4,2.62,0,False,0,1,530.3000000000001,345,51.040000000000006,1.5371014492753625,Normal,Low,0.09624740712804074,0.6505751461436922
WA,13,510,No,Yes,25,176.6,65,30.02,172.7,96,14.68,104.5,128,4.7,11.3,5,3.05,2,False,0,1,465.09999999999997,294,52.45,1.581972789115646,Normal,Medium,0.11277144700064504,0.6321221242743497
CT,144,510,Yes,Yes,35,174.8,127,29.72,219.6,93,18.67,255.8,90,11.51,12.8,3,3.46,0,False,1,1,663.0,313,63.36,2.1182108626198084,Warning,Low,0.0955656108597285,0.4720965309200603
NH,139,510,No,No,0,221.3,140,37.62,157.8,89,13.41,192.5,89,8.66,11.3,6,3.05,1,False,0,0,582.9,324,62.739999999999995,1.799074074074074,Warning,Low,0.10763424258020243,0.5558414822439527
LA,95,415,No,No,0,141.1,84,23.99,211.4,108,17.97,103.7,127,4.67,5.9,6,1.59,3,False,0,0,462.09999999999997,325,48.22,1.4218461538461538,Normal,Medium,0.10434970785544255,0.7033109716511579
ME,80,408,No,Yes,31,166.4,92,28.29,238.3,74,20.26,150.7,84,6.78,10.7,4,2.89,4,False,0,1,566.1000000000001,254,58.22,2.2287401574803156,Warning,High,0.10284402049107928,0.4486839780957427
MT,113,415,No,No,0,215.9,93,36.7,240.1,85,20.41,156.7,123,7.05,4.9,5,1.32,3,False,0,0,617.6,306,65.47999999999999,2.018300653594771,Warning,Medium,0.10602331606217615,0.4954663212435233
ID,88,415,No,Yes,31,181.6,91,30.87,213.2,120,18.12,207.8,104,9.35,11.4,4,3.08,1,False,0,1,613.9999999999999,319,61.42,1.9247648902821313,Warning,Low,0.1000325732899023,0.5195439739413682
UT,74,415,No,No,0,106.4,84,18.09,140.2,104,11.92,90.9,81,4.09,11.4,3,3.08,1,False,0,0,348.9,272,37.17999999999999,1.2827205882352941,Normal,Low,0.10656348523932357,0.7795930065921468
IL,48,510,No,No,0,128.2,71,21.79,48.1,78,4.09,116.3,80,5.23,8.9,3,2.4,0,False,0,0,301.49999999999994,232,33.51,1.299568965517241,Normal,Low,0.11114427860696519,0.7694859038142622
AZ,163,510,No,No,0,178.7,56,30.38,215.7,79,18.33,152.7,84,6.87,10.6,2,2.86,4,False,0,0,557.6999999999999,221,58.43999999999999,2.5235294117647054,Warning,High,0.10478752017213555,0.39627039627039634
ID,56,510,No,No,0,150.9,79,25.65,161.8,87,13.75,167.7,115,7.55,11.7,5,3.16,3,False,0,0,492.1,286,50.11,1.7206293706293707,Normal,Medium,0.10182889656573867,0.5811826864458444
TX,64,415,No,No,0,168.0,116,28.56,192.4,94,16.35,166.5,98,7.49,10.1,3,2.73,2,False,0,0,537.0,311,55.129999999999995,1.7266881028938907,Normal,Medium,0.10266294227188082,0.5791433891992551
MT,116,415,No,Yes,35,182.8,122,31.08,212.7,119,18.08,193.8,103,8.72,11.0,2,2.97,1,False,0,1,600.3,346,60.849999999999994,1.734971098265896,Warning,Low,0.10136598367482925,0.5763784774279528
PA,101,415,Yes,No,0,193.7,108,32.93,186.6,98,15.86,223.0,100,10.04,11.6,8,3.13,0,False,1,0,614.9,314,61.96,1.95828025477707,Warning,Low,0.10076435192714263,0.5106521385591153
RI,85,415,Yes,No,0,197.2,97,33.52,211.7,115,17.99,210.1,133,9.45,8.3,4,2.24,4,False,1,0,627.3,349,63.20000000000001,1.7974212034383952,Warning,High,0.10074924278654554,0.5563526223497529
NH,90,415,No,No,0,76.1,121,12.94,290.3,73,24.68,236.9,89,10.66,10.8,3,2.92,0,False,0,0,614.0999999999999,286,51.2,2.1472027972027967,Warning,Low,0.08337404331542096,0.4657221950822342
UT,73,415,No,No,0,182.3,115,30.99,199.2,97,16.93,120.2,113,5.41,18.0,5,4.86,1,False,0,0,519.7,330,58.19,1.574848484848485,Normal,Low,0.11196844333269193,0.6349817202232056
NH,55,408,No,Yes,20,189.3,95,32.18,118.6,113,10.08,250.2,102,11.26,12.5,4,3.38,2,False,0,1,570.5999999999999,314,56.9,1.817197452229299,Warning,Medium,0.09971959341044516,0.5502979320014021
AK,76,415,No,Yes,22,160.1,107,27.22,168.7,136,14.34,23.2,102,1.04,9.5,4,2.57,3,False,0,1,361.49999999999994,349,45.17,1.0358166189111746,Normal,Medium,0.12495159059474414,0.9654218533886585
AZ,157,415,No,No,0,220.7,105,37.52,119.3,127,10.14,165.1,113,7.43,11.5,7,3.11,4,False,0,0,516.6,352,58.2,1.4676136363636365,Normal,High,0.11265969802555169,0.681378242353852
NJ,131,415,No,No,0,211.8,115,36.01,260.5,102,22.14,144.2,96,6.49,10.8,7,2.92,0,False,0,0,627.3,320,67.56,1.9603125,Warning,Low,0.10769966523194645,0.5101227482863064
MI,51,415,No,No,0,229.7,129,39.05,336.0,104,28.56,192.8,128,8.68,9.6,1,2.59,1,True,0,0,768.1,362,78.88,2.1218232044198895,Critical,Low,0.1026949615935425,0.4712928004166124
ID,166,415,No,No,0,220.7,106,37.52,177.8,118,15.11,206.1,102,9.27,12.4,9,3.35,1,False,0,0,617.0,335,65.25,1.8417910447761194,Warning,Low,0.10575364667747164,0.5429497568881686
OR,66,408,No,No,0,87.6,76,14.89,262.0,111,22.27,184.6,125,8.31,9.2,5,2.48,1,False,0,0,543.4000000000001,317,47.949999999999996,1.7141955835962148,Normal,Low,0.08824070666175927,0.5833640044166359
UT,49,415,No,No,0,266.3,90,45.27,207.8,117,17.66,205.0,98,9.23,14.0,2,3.78,2,True,0,0,693.1,307,75.94000000000001,2.257654723127036,Warning,Medium,0.10956571923243401,0.4429375270523734
LA,89,415,No,No,0,141.1,92,23.99,249.1,126,21.17,136.0,73,6.12,10.8,2,2.92,2,False,0,0,537.0,293,54.199999999999996,1.8327645051194539,Normal,Medium,0.10093109869646182,0.5456238361266295
WI,90,415,No,No,0,200.9,92,34.15,164.3,91,13.97,249.0,98,11.21,8.9,7,2.4,1,False,0,0,623.1,288,61.73,2.1635416666666667,Warning,Low,0.09906917027764403,0.46220510351468463
ID,193,415,No,No,0,96.8,92,16.46,142.6,103,12.12,210.1,115,9.45,10.9,5,2.94,2,True,0,0,460.4,315,40.97,1.4615873015873015,Normal,Medium,0.08898783666377064,0.6841876629018245
TN,114,510,No,No,0,172.0,145,29.24,276.4,101,23.49,193.7,100,8.72,10.1,9,2.73,1,False,0,0,652.1999999999999,355,64.17999999999999,1.8371830985915492,Warning,Low,0.09840539711744864,0.5443115608708986
NV,7,408,No,Yes,30,221.4,114,37.64,165.8,116,14.09,247.0,105,11.12,10.8,12,2.92,1,False,0,1,645.0,347,65.77,1.8587896253602305,Warning,Low,0.10196899224806201,0.537984496124031
WY,71,415,No,No,0,243.7,124,41.43,60.0,90,5.1,189.0,129,8.5,11.3,2,3.05,0,False,0,0,504.0,345,58.08,1.4608695652173913,Normal,Low,0.11523809523809524,0.6845238095238095
IL,31,415,No,Yes,28,210.5,101,35.79,250.5,86,21.29,241.6,125,10.87,11.5,2,3.11,1,False,0,1,714.1,314,71.06,2.274203821656051,Critical,Low,0.09950987256686739,0.4397143257246884
MA,111,415,No,No,0,284.4,89,48.35,157.0,113,13.35,242.8,91,10.93,8.4,8,2.27,0,True,0,0,692.6,301,74.89999999999999,2.300996677740864,Warning,Low,0.10814322841466935,0.4345942824140918
AZ,97,408,No,No,0,169.7,84,28.85,165.9,86,14.1,191.9,83,8.64,12.8,6,3.46,3,False,0,0,540.3,259,55.050000000000004,2.086100386100386,Normal,Medium,0.10188784008883955,0.4793633166759208
ND,51,510,No,No,0,227.2,89,38.62,194.4,106,16.52,243.4,126,10.95,14.9,2,4.02,0,False,0,0,679.9,323,70.11,2.104953560371517,Warning,Low,0.10311810560376526,0.47506986321517874
SD,86,415,No,No,0,223.9,75,38.06,155.7,109,13.23,150.2,143,6.76,7.3,9,1.97,1,False,0,0,537.0999999999999,336,60.02,1.5985119047619045,Normal,Low,0.11174827778812142,0.6255818283373674
ND,190,415,No,No,0,169.4,102,28.8,253.5,113,21.55,197.1,93,8.87,8.9,5,2.4,1,False,0,0,628.9,313,61.62,2.0092651757188498,Warning,Low,0.09798060104945142,0.49769438702496427
CT,80,408,No,No,0,118.1,90,20.08,144.3,77,12.27,225.1,86,10.13,8.2,6,2.21,1,False,0,0,495.7,259,44.69,1.9138996138996138,Normal,Low,0.09015533588864232,0.5224934436150898
MO,36,415,No,No,0,202.4,115,34.41,230.7,115,19.61,202.0,127,9.09,10.2,2,2.75,3,False,0,0,645.3000000000001,359,65.86,1.7974930362116994,Warning,Medium,0.10206105687277234,0.5563303889663722
NJ,45,510,No,No,0,155.7,110,26.47,260.3,103,22.13,192.2,98,8.65,11.0,1,2.97,1,False,0,0,619.2,312,60.21999999999999,1.9846153846153847,Warning,Low,0.09725452196382427,0.5038759689922481
NC,170,415,No,No,0,246.4,107,41.89,228.1,124,19.39,166.4,95,7.49,9.1,8,2.46,0,False,0,0,650.0,334,71.22999999999999,1.9461077844311376,Warning,Low,0.10958461538461536,0.5138461538461538
UT,103,415,No,No,0,189.8,110,32.27,115.5,83,9.82,191.3,103,8.61,12.2,4,3.29,0,False,0,0,508.8,300,53.99,1.696,Normal,Low,0.1061124213836478,0.589622641509434
WI,112,408,No,No,0,167.8,88,28.53,247.9,81,21.07,155.1,108,6.98,11.9,4,3.21,0,False,0,0,582.7,281,59.79,2.0736654804270462,Warning,Low,0.1026085464218294,0.4822378582460957
MT,125,510,No,No,0,143.2,80,24.34,88.1,94,7.49,233.2,135,10.49,8.8,7,2.38,4,True,0,0,473.3,316,44.7,1.4977848101265823,Normal,High,0.09444327065286288,0.6676526515951827
MS,73,415,No,Yes,31,82.3,105,13.99,256.1,91,21.77,229.6,98,10.33,11.8,2,3.19,6,True,0,1,579.8,296,49.279999999999994,1.9587837837837836,Warning,High,0.08499482580200068,0.510520869265264
NM,232,408,No,No,0,165.6,104,28.15,195.9,115,16.65,118.3,77,5.32,11.8,3,3.19,1,False,0,0,491.6,299,53.309999999999995,1.6441471571906354,Normal,Low,0.10844182262001625,0.6082180634662326
SD,95,408,No,Yes,20,165.7,78,28.17,215.6,94,18.33,243.3,91,10.95,9.8,6,2.65,0,False,0,1,634.3999999999999,269,60.1,2.3583643122676574,Warning,Low,0.09473518284993697,0.4240226986128626
VA,182,415,No,No,0,176.1,90,29.94,174.9,106,14.87,234.7,134,10.56,9.7,4,2.62,1,False,0,0,595.4000000000001,334,57.99,1.7826347305389225,Warning,Low,0.09739670809539804,0.5609674168626133
NM,55,510,No,No,0,119.7,148,20.35,231.8,96,19.7,222.3,113,10.0,4.6,2,1.24,2,False,0,0,578.4,359,51.29,1.611142061281337,Warning,Medium,0.08867565698478562,0.6206777316735823
VA,86,415,No,Yes,30,99.9,84,16.98,263.5,125,22.4,254.7,90,11.46,9.8,7,2.65,2,False,0,1,627.8999999999999,306,53.489999999999995,2.051960784313725,Warning,Medium,0.08518872431915911,0.4873387482083135
NJ,127,510,No,No,0,239.8,107,40.77,128.9,121,10.96,249.9,110,11.25,11.3,5,3.05,1,False,0,0,629.9,343,66.03,1.8364431486880466,Warning,Low,0.1048261628829973,0.5445308779171297
TN,63,415,No,No,0,164.5,75,27.97,147.9,118,12.57,252.7,97,11.37,11.2,2,3.02,0,False,0,0,576.3,292,54.93,1.9736301369863012,Warning,Low,0.09531494013534618,0.5066805483255249
MI,79,510,No,No,0,220.9,107,37.55,192.2,97,16.34,161.0,74,7.25,12.2,2,3.29,1,False,0,0,586.3000000000001,280,64.43,2.0939285714285716,Warning,Low,0.10989254647791233,0.4775712092785263
LA,111,415,No,Yes,28,128.8,104,21.9,157.3,52,13.37,147.4,76,6.63,10.3,2,2.78,2,False,0,1,443.8,234,44.68,1.8965811965811967,Normal,Medium,0.1006759801712483,0.5272645335736819
NH,121,510,No,Yes,35,193.8,62,32.95,197.6,97,16.8,218.8,95,9.85,5.9,4,1.59,0,False,0,1,616.1,258,61.190000000000005,2.387984496124031,Warning,Low,0.0993182924849862,0.41876318779418925
RI,112,415,No,No,0,168.6,102,28.66,298.0,117,25.33,194.7,110,8.76,9.8,5,2.65,1,False,0,0,671.0999999999999,334,65.39999999999999,2.009281437125748,Warning,Low,0.09745194456861869,0.4976903591119059
LA,81,415,No,Yes,36,115.9,120,19.7,236.6,95,20.11,255.0,90,11.48,11.7,6,3.16,3,False,0,1,619.2,311,54.45,1.9909967845659164,Warning,Medium,0.08793604651162791,0.5022609819121446
AZ,72,510,No,No,0,272.4,88,46.31,107.9,125,9.17,185.5,81,8.35,12.7,2,3.43,0,False,0,0,578.5,296,67.26,1.9543918918918919,Warning,Low,0.11626620570440796,0.5116681071737251
SC,64,510,No,Yes,40,210.0,116,35.7,232.7,89,19.78,168.8,94,7.6,5.9,4,1.59,8,False,0,1,617.4,303,64.67,2.0376237623762377,Warning,High,0.1047457078069323,0.49076773566569487
MD,163,408,No,No,0,223.0,120,37.91,227.0,98,19.3,188.3,125,8.47,8.8,5,2.38,1,False,0,0,647.0999999999999,348,68.05999999999999,1.8594827586206895,Warning,Low,0.10517694328542729,0.5377839592025963
WA,104,415,No,No,0,139.7,78,23.75,202.6,119,17.22,203.6,102,9.16,11.3,5,3.05,2,False,0,0,557.1999999999999,304,53.17999999999999,1.8328947368421051,Warning,Medium,0.09544149318018665,0.5455850681981336
CA,93,510,No,Yes,19,136.8,113,23.26,179.5,105,15.26,71.1,95,3.2,12.5,3,3.38,2,False,0,1,399.9,316,45.10000000000001,1.265506329113924,Normal,Medium,0.11277819454863719,0.7901975493873469
NJ,197,510,No,No,0,154.8,111,26.32,171.5,102,14.58,227.3,86,10.23,10.6,2,2.86,3,False,0,0,564.2,301,53.989999999999995,1.8744186046511628,Warning,Medium,0.09569301666075858,0.5334987593052108
AR,57,510,No,No,0,192.8,68,32.78,158.0,86,13.43,235.5,105,10.6,12.7,6,3.43,1,False,0,0,599.0,265,60.24,2.260377358490566,Warning,Low,0.10056761268781303,0.44240400667779634
CT,107,408,No,No,0,103.4,94,17.58,189.3,125,16.09,227.2,125,10.22,14.4,3,3.89,1,False,0,0,534.3000000000001,347,47.78,1.539769452449568,Normal,Low,0.08942541643271569,0.6494478757252479
SD,75,408,No,No,0,147.5,110,25.08,191.7,97,16.29,135.0,68,6.08,16.4,3,4.43,2,False,0,0,490.59999999999997,278,51.879999999999995,1.7647482014388487,Normal,Medium,0.10574806359559723,0.5666530778638402
FL,106,408,No,No,0,178.4,143,30.33,247.0,123,21.0,259.9,105,11.7,9.6,2,2.59,0,False,0,0,694.9,373,65.62,1.8630026809651474,Warning,Low,0.09443085336019572,0.5367678802705426
MS,70,408,No,No,0,148.4,110,25.23,267.1,90,22.7,151.5,101,6.82,8.9,4,2.4,0,False,0,0,575.9,305,57.15,1.8881967213114754,Warning,Low,0.09923597846848412,0.5296058343462406
MA,80,408,No,No,0,148.6,106,25.26,210.8,65,17.92,203.7,86,9.17,10.0,2,2.7,2,False,0,0,573.0999999999999,259,55.05000000000001,2.2127413127413122,Warning,Medium,0.09605653463618918,0.45192811027743857
VT,137,510,No,No,0,97.5,95,16.58,195.8,82,16.64,288.8,78,13.0,0.0,0,0.0,1,False,0,0,582.1,255,46.22,2.2827450980392157,Warning,Low,0.07940216457653324,0.4380690602989177
IL,90,415,No,Yes,29,185.6,106,31.55,219.7,113,18.67,152.1,120,6.84,11.1,5,3.0,2,False,0,1,568.5,344,60.06,1.6526162790697674,Warning,Medium,0.10564643799472295,0.6051011433597185
CT,30,408,No,No,0,137.6,108,23.39,162.0,80,13.77,187.7,126,8.45,5.8,10,1.57,3,False,0,0,493.1,324,47.18,1.5219135802469137,Normal,Medium,0.09568038937335226,0.6570675319407828
KS,105,415,Yes,No,0,273.9,119,46.56,278.6,103,23.68,255.3,90,11.49,10.9,7,2.94,1,True,1,0,818.6999999999999,319,84.67,2.5664576802507835,Critical,Low,0.10342005618663737,0.3896421155490412
MA,102,415,No,Yes,31,125.3,92,21.3,141.2,108,12.0,168.2,68,7.57,6.3,2,1.7,3,False,0,1,441.0,270,42.57,1.6333333333333333,Normal,Medium,0.09653061224489796,0.6122448979591837
NJ,83,415,No,No,0,178.8,102,30.4,167.9,84,14.27,178.9,65,8.05,8.6,4,2.32,3,False,0,0,534.2,255,55.04,2.094901960784314,Normal,Medium,0.10303257207038562,0.47734930737551473
AR,63,510,No,Yes,49,214.9,86,36.53,198.2,89,16.85,170.8,139,7.69,8.2,5,2.21,0,False,0,1,592.1000000000001,319,63.28,1.8561128526645772,Warning,Low,0.10687383887856779,0.5387603445363958
MS,155,408,No,No,0,163.0,93,27.71,203.9,102,17.33,159.0,109,7.15,15.1,4,4.08,2,False,0,0,541.0,308,56.269999999999996,1.7564935064935066,Normal,Medium,0.10401109057301293,0.5693160813308688
ME,105,408,No,No,0,115.5,73,19.64,267.3,83,22.72,114.2,90,5.14,13.3,5,3.59,3,False,0,0,510.3,251,51.09,2.0330677290836654,Normal,Medium,0.10011757789535568,0.4918675289045659
IA,73,415,No,No,0,137.1,102,23.31,210.8,114,17.92,191.4,120,8.61,11.1,4,3.0,1,False,0,0,550.4,340,52.84,1.6188235294117646,Warning,Low,0.0960029069767442,0.6177325581395349
NM,21,415,No,Yes,19,132.7,94,22.56,204.6,101,17.39,154.7,78,6.96,12.9,7,3.48,3,False,0,1,504.8999999999999,280,50.39,1.8032142857142854,Normal,Medium,0.09980194097841158,0.5545652604476135
TX,71,415,No,Yes,39,183.2,103,31.14,209.4,111,17.8,172.4,109,7.76,11.9,6,3.21,1,False,0,1,576.9,329,59.91,1.7534954407294832,Warning,Low,0.10384815392615704,0.5702894782457966
KY,112,415,No,No,0,170.5,113,28.99,193.2,129,16.42,188.0,91,8.46,11.2,6,3.02,0,False,0,0,562.9000000000001,339,56.89,1.6604719764011802,Warning,Low,0.10106590868715579,0.6022384082430271
AZ,66,510,No,No,0,154.0,133,26.18,198.9,121,16.91,151.9,100,6.84,9.5,3,2.57,4,True,0,0,514.3,357,52.50000000000001,1.4406162464985992,Normal,High,0.10208049776395102,0.6941473847948668
TN,99,408,No,No,0,54.8,92,9.32,173.0,103,14.71,195.1,125,8.78,7.5,3,2.03,1,False,0,0,430.4,323,34.84,1.3325077399380805,Normal,Low,0.08094795539033459,0.7504646840148699
WV,124,510,No,No,0,184.8,74,31.42,175.1,84,14.88,158.2,95,7.12,10.5,6,2.84,1,False,0,0,528.5999999999999,259,56.260000000000005,2.0409266409266404,Normal,Low,0.10643208475217558,0.4899735149451382
CT,95,415,No,Yes,36,283.1,112,48.13,286.2,86,24.33,261.7,129,11.78,11.3,3,3.05,3,False,0,1,842.3,330,87.29,2.5524242424242423,Critical,Medium,0.10363290988958805,0.39178439985753294
NH,130,408,No,No,0,68.4,86,11.63,193.3,110,16.43,171.5,139,7.72,10.4,4,2.81,0,False,0,0,443.6,339,38.59,1.3085545722713865,Normal,Low,0.08699278629395853,0.7642019837691614
MD,93,510,Yes,No,0,131.4,78,22.34,219.7,106,18.67,155.7,103,7.01,11.1,2,3.0,1,True,1,0,517.9,289,51.02,1.7920415224913493,Normal,Low,0.0985132264916007,0.5580227843212976
WV,191,408,No,No,0,162.0,104,27.54,241.2,120,20.5,210.4,83,9.47,10.9,7,2.94,1,False,0,0,624.5,314,60.449999999999996,1.9888535031847134,Warning,Low,0.09679743795036028,0.5028022417934348
KY,88,415,No,No,0,148.2,82,25.19,308.7,67,26.24,235.4,79,10.59,6.4,4,1.73,2,False,0,0,698.6999999999999,232,63.74999999999999,3.0116379310344823,Warning,Medium,0.09124087591240876,0.33204522684986404
WY,16,415,No,No,0,174.7,83,29.7,280.8,122,23.87,171.7,80,7.73,10.5,8,2.84,5,False,0,0,637.7,293,64.14,2.1764505119453927,Warning,High,0.10058021013015524,0.4594636976634781
GA,107,510,No,No,0,194.5,97,33.07,186.3,131,15.84,178.3,106,8.02,12.7,1,3.43,2,False,0,0,571.8000000000001,335,60.35999999999999,1.7068656716417911,Warning,Medium,0.10556138509968518,0.5858691850297306
AK,96,408,No,Yes,29,150.0,91,25.5,159.4,75,13.55,228.1,55,10.26,8.5,3,2.3,1,False,0,1,546.0,224,51.60999999999999,2.4375,Normal,Low,0.09452380952380951,0.41025641025641024
CT,163,408,No,Yes,40,231.9,56,39.42,211.8,91,18.0,268.5,74,12.08,12.3,3,3.32,2,False,0,1,724.5,224,72.82,3.234375,Critical,Medium,0.10051069703243615,0.30917874396135264
OR,95,415,No,No,0,269.0,120,45.73,233.7,120,19.86,179.3,61,8.07,7.3,4,1.97,2,True,0,0,689.3,305,75.63,2.26,Warning,Medium,0.10972000580298855,0.4424778761061947
OK,123,415,No,Yes,27,198.7,127,33.78,249.0,105,21.17,173.2,124,7.79,12.5,5,3.38,1,False,0,1,633.4,361,66.12,1.7545706371191134,Warning,Low,0.10438901168298075,0.5699400063151248
MA,34,415,No,No,0,293.7,89,49.93,272.5,71,23.16,178.2,76,8.02,11.0,10,2.97,2,True,0,0,755.4000000000001,246,84.08,3.0707317073170737,Critical,Medium,0.1113052687317977,0.3256552819698173
DE,96,415,No,Yes,26,175.8,96,29.89,206.6,84,17.56,178.0,105,8.01,11.1,2,3.0,2,False,0,1,571.5,287,58.46,1.9912891986062717,Warning,Medium,0.10229221347331584,0.5021872265966754
OH,146,415,No,No,0,169.5,93,28.82,230.9,71,19.63,269.8,115,12.14,9.0,7,2.43,2,False,0,0,679.2,286,63.02,2.374825174825175,Warning,Medium,0.09278563015312132,0.4210836277974087
ID,138,415,Yes,Yes,17,225.2,116,38.28,173.4,88,14.74,145.8,99,6.56,11.7,4,3.16,0,False,1,1,556.1000000000001,307,62.74000000000001,1.8114006514657985,Warning,Low,0.11282143499370616,0.5520589821974463
MO,76,510,No,No,0,129.7,84,22.05,177.5,80,15.09,228.9,87,10.3,7.5,3,2.03,5,True,0,0,543.6,254,49.47,2.1401574803149606,Normal,High,0.09100441501103752,0.46725533480500364
NC,83,510,No,Yes,36,95.9,87,16.3,261.6,105,22.24,228.6,109,10.29,13.3,4,3.59,0,False,0,1,599.4,305,52.42,1.9652459016393442,Warning,Low,0.08745412078745413,0.5088421755088421
HI,104,408,No,No,0,170.6,97,29.0,162.1,111,13.78,210.7,131,9.48,6.1,1,1.65,1,False,0,0,549.5,340,53.910000000000004,1.6161764705882353,Normal,Low,0.0981073703366697,0.618744313011829
NJ,106,415,No,No,0,191.4,124,32.54,200.7,116,17.06,230.1,76,10.35,8.2,3,2.21,1,False,0,0,630.4000000000001,319,62.16,1.976175548589342,Warning,Low,0.09860406091370556,0.5060279187817258
MS,84,510,No,No,0,75.3,96,12.8,179.9,113,15.29,193.8,134,8.72,12.3,1,3.32,1,False,0,0,461.3,344,40.13,1.3409883720930234,Normal,Low,0.08699327986126165,0.7457186212876653
MN,99,408,No,No,0,128.8,86,21.9,203.9,105,17.33,282.6,131,12.72,14.1,4,3.81,2,False,0,0,629.4000000000001,326,55.76,1.930674846625767,Warning,Medium,0.08859231013663806,0.5179536066094692
RI,134,415,No,No,0,141.7,95,24.09,205.6,101,17.48,218.5,60,9.83,8.8,6,2.38,0,False,0,0,574.5999999999999,262,53.78,2.1931297709923663,Warning,Low,0.09359554472676647,0.4559693699965194
NJ,80,415,No,No,0,268.7,120,45.68,301.0,147,25.59,167.0,140,7.52,5.8,1,1.57,2,True,0,0,742.5,408,80.35999999999999,1.8198529411764706,Critical,Medium,0.1082289562289562,0.5494949494949495
MN,85,415,No,No,0,255.3,114,43.4,194.6,83,16.54,276.6,78,12.45,3.7,5,1.0,3,False,0,0,730.2,280,73.39,2.607857142857143,Critical,Medium,0.10050671049027664,0.38345658723637355
WI,120,408,No,Yes,26,239.4,94,40.7,259.4,88,22.05,238.0,132,10.71,7.7,3,2.08,0,False,0,1,744.5,317,75.54,2.3485804416403786,Critical,Low,0.10146406984553392,0.42578912021490933
KS,120,510,No,No,0,158.0,110,26.86,197.0,103,16.75,154.9,132,6.97,10.0,5,2.7,1,False,0,0,519.9,350,53.28,1.4854285714285713,Normal,Low,0.10248124639353723,0.6732063858434315
NJ,125,415,No,No,0,182.3,64,30.99,139.8,121,11.88,171.6,96,7.72,11.6,7,3.13,2,False,0,0,505.30000000000007,288,53.72,1.7545138888888892,Normal,Medium,0.1063130813378191,0.5699584405303779
ND,118,415,No,Yes,39,91.5,125,15.56,219.9,113,18.69,229.0,99,10.31,12.7,8,3.43,2,False,0,1,553.1,345,47.99,1.6031884057971015,Warning,Medium,0.08676550352558307,0.6237570059663713
WY,62,415,No,No,0,172.4,132,29.31,230.5,100,19.59,228.2,109,10.27,11.0,5,2.97,0,False,0,0,642.0999999999999,346,62.14,1.855780346820809,Warning,Low,0.09677620308363184,0.5388568758760318
LA,112,510,No,No,0,174.5,127,29.67,259.3,71,22.04,170.5,120,7.67,11.3,7,3.05,1,False,0,0,615.5999999999999,325,62.43,1.8941538461538459,Warning,Low,0.1014132553606238,0.5279402209226771
AL,68,510,No,No,0,157.3,83,26.74,220.9,85,18.78,218.9,129,9.85,12.0,7,3.24,1,False,0,0,609.1,304,58.61,2.0036184210526318,Warning,Low,0.09622393695616482,0.49909702840256115
TX,201,415,No,Yes,21,192.0,97,32.64,239.1,81,20.32,116.1,125,5.22,15.1,3,4.08,1,False,0,1,562.3000000000001,306,62.26,1.8375816993464054,Warning,Low,0.11072381291125732,0.5441934910190289
AR,116,510,No,No,0,160.7,69,27.32,146.8,106,12.48,287.8,144,12.95,8.2,5,2.21,0,False,0,0,603.5,324,54.96,1.8626543209876543,Warning,Low,0.09106876553438277,0.5368682684341343
GA,133,510,No,No,0,227.4,90,38.66,73.2,135,6.22,114.3,99,5.14,4.7,7,1.27,0,False,0,0,419.6,331,51.29,1.2676737160120846,Normal,Low,0.12223546234509056,0.7888465204957101
KY,125,408,No,No,0,191.6,115,32.57,205.6,108,17.48,210.2,123,9.46,9.2,3,2.48,2,False,0,0,616.6,349,61.989999999999995,1.7667621776504299,Warning,Medium,0.10053519299383716,0.5660071359065845
NE,21,510,No,No,0,225.0,110,38.25,244.2,111,20.76,221.2,93,9.95,10.7,4,2.89,0,False,0,0,701.1,318,71.85000000000001,2.2047169811320755,Critical,Low,0.10248181429182714,0.4535729567821994
ND,110,408,No,No,0,196.1,103,33.34,199.7,123,16.97,135.9,71,6.12,12.9,1,3.48,3,False,0,0,544.5999999999999,298,59.91,1.8275167785234896,Normal,Medium,0.11000734484024974,0.5471905986044805
NH,83,415,No,No,0,231.3,100,39.32,210.4,84,17.88,217.4,106,9.78,12.4,2,3.35,3,False,0,0,671.5,292,70.33,2.2996575342465753,Warning,Medium,0.10473566641846611,0.43484735666418467
